Recency,Frequency,Monetary,LIFESTAGE,PREMIUM_CUSTOMER
212,1,1.9,MIDAGE SINGLES/COUPLES,Mainstream
35,1,3.7,MIDAGE SINGLES/COUPLES,Budget
196,2,6.7,YOUNG SINGLES/COUPLES,Mainstream
190,1,3.7,YOUNG FAMILIES,Premium
99,2,8.100000000000001,OLDER SINGLES/COUPLES,Budget
54,2,10.100000000000001,NEW FAMILIES,Budget
130,1,2.6,OLDER SINGLES/COUPLES,Budget
103,1,3.7,MIDAGE SINGLES/COUPLES,Budget
186,1,4.2,YOUNG SINGLES/COUPLES,Budget
53,1,8.8,YOUNG SINGLES/COUPLES,Mainstream
158,1,11.8,YOUNG SINGLES/COUPLES,Premium
30,1,8.8,OLDER SINGLES/COUPLES,Premium
132,1,5.4,YOUNG SINGLES/COUPLES,Budget
145,1,2.6,OLDER SINGLES/COUPLES,Premium
179,1,4.2,OLDER FAMILIES,Mainstream
149,2,6.300000000000001,YOUNG FAMILIES,Budget
218,1,2.7,YOUNG FAMILIES,Premium
238,1,4.4,YOUNG FAMILIES,Premium
191,2,8.5,YOUNG SINGLES/COUPLES,Premium
23,2,10.3,OLDER SINGLES/COUPLES,Premium
93,1,2.6,YOUNG FAMILIES,Budget
40,1,1.7,RETIREES,Premium
31,2,6.6,RETIREES,Budget
89,1,2.7,OLDER SINGLES/COUPLES,Premium
20,1,4.2,RETIREES,Mainstream
36,1,2.6,OLDER FAMILIES,Premium
107,2,10.8,YOUNG FAMILIES,Mainstream
94,1,1.7,OLDER SINGLES/COUPLES,Mainstream
192,1,2.6,YOUNG SINGLES/COUPLES,Premium
252,1,2.7,YOUNG SINGLES/COUPLES,Mainstream
194,2,22.8,OLDER SINGLES/COUPLES,Budget
48,4,33.8,YOUNG FAMILIES,Budget
35,3,19.6,OLDER SINGLES/COUPLES,Premium
63,5,39.0,RETIREES,Budget
155,1,13.0,RETIREES,Premium
47,4,27.8,RETIREES,Mainstream
233,1,9.2,YOUNG SINGLES/COUPLES,Mainstream
155,3,30.0,MIDAGE SINGLES/COUPLES,Mainstream
216,2,16.799999999999997,RETIREES,Budget
11,1,7.6,OLDER SINGLES/COUPLES,Mainstream
123,3,23.1,RETIREES,Premium
72,4,34.6,OLDER FAMILIES,Budget
116,2,12.2,OLDER FAMILIES,Premium
80,7,68.0,YOUNG SINGLES/COUPLES,Mainstream
113,5,47.0,YOUNG FAMILIES,Budget
47,2,18.0,YOUNG FAMILIES,Budget
152,1,8.8,RETIREES,Mainstream
235,1,6.6,OLDER SINGLES/COUPLES,Budget
18,3,25.799999999999997,OLDER SINGLES/COUPLES,Mainstream
149,3,22.8,MIDAGE SINGLES/COUPLES,Premium
1,7,62.900000000000006,YOUNG FAMILIES,Budget
54,2,19.4,MIDAGE SINGLES/COUPLES,Premium
33,5,40.699999999999996,OLDER SINGLES/COUPLES,Premium
81,4,35.8,YOUNG FAMILIES,Premium
116,3,25.4,YOUNG SINGLES/COUPLES,Mainstream
75,3,27.2,OLDER SINGLES/COUPLES,Premium
135,2,15.4,YOUNG FAMILIES,Mainstream
90,1,10.2,MIDAGE SINGLES/COUPLES,Premium
55,2,14.0,OLDER SINGLES/COUPLES,Premium
19,4,37.0,YOUNG SINGLES/COUPLES,Mainstream
100,3,29.4,YOUNG SINGLES/COUPLES,Mainstream
19,5,29.8,RETIREES,Budget
149,1,13.0,RETIREES,Mainstream
107,3,31.4,OLDER SINGLES/COUPLES,Budget
40,6,47.8,NEW FAMILIES,Mainstream
79,2,17.799999999999997,OLDER SINGLES/COUPLES,Budget
86,2,13.2,RETIREES,Budget
175,2,21.6,YOUNG SINGLES/COUPLES,Budget
178,2,18.4,RETIREES,Budget
31,2,12.7,YOUNG SINGLES/COUPLES,Budget
49,3,27.6,MIDAGE SINGLES/COUPLES,Premium
47,4,36.2,RETIREES,Premium
79,5,44.6,RETIREES,Premium
202,5,51.6,RETIREES,Mainstream
7,3,31.4,OLDER SINGLES/COUPLES,Premium
66,2,13.4,OLDER FAMILIES,Mainstream
90,4,38.6,OLDER SINGLES/COUPLES,Premium
83,4,30.200000000000003,OLDER FAMILIES,Mainstream
0,3,26.6,YOUNG FAMILIES,Premium
209,1,10.8,OLDER SINGLES/COUPLES,Budget
100,4,38.2,MIDAGE SINGLES/COUPLES,Mainstream
218,1,8.4,OLDER SINGLES/COUPLES,Mainstream
28,7,63.0,YOUNG FAMILIES,Budget
80,6,48.3,OLDER FAMILIES,Mainstream
15,6,55.0,OLDER FAMILIES,Budget
31,3,24.0,OLDER SINGLES/COUPLES,Mainstream
105,5,43.400000000000006,OLDER SINGLES/COUPLES,Mainstream
181,1,8.8,RETIREES,Mainstream
20,5,44.4,RETIREES,Mainstream
31,5,43.2,YOUNG FAMILIES,Mainstream
20,4,34.6,OLDER SINGLES/COUPLES,Budget
21,2,20.0,RETIREES,Premium
56,2,20.200000000000003,RETIREES,Mainstream
62,4,34.2,RETIREES,Mainstream
200,4,36.2,YOUNG SINGLES/COUPLES,Mainstream
134,2,13.0,RETIREES,Premium
63,3,23.2,OLDER FAMILIES,Mainstream
123,3,29.2,OLDER SINGLES/COUPLES,Mainstream
97,4,33.8,OLDER FAMILIES,Budget
65,2,16.200000000000003,YOUNG SINGLES/COUPLES,Budget
21,3,27.200000000000003,RETIREES,Budget
4,3,24.8,YOUNG SINGLES/COUPLES,Mainstream
92,2,16.4,RETIREES,Mainstream
42,1,10.2,YOUNG SINGLES/COUPLES,Mainstream
112,1,8.8,RETIREES,Mainstream
49,4,35.8,RETIREES,Premium
26,8,61.8,OLDER FAMILIES,Premium
131,3,26.4,OLDER SINGLES/COUPLES,Budget
3,3,28.0,RETIREES,Budget
80,3,24.0,RETIREES,Budget
28,3,27.599999999999998,YOUNG SINGLES/COUPLES,Premium
261,1,7.2,YOUNG SINGLES/COUPLES,Mainstream
182,1,7.4,OLDER FAMILIES,Premium
92,5,45.4,RETIREES,Premium
29,5,42.400000000000006,OLDER SINGLES/COUPLES,Budget
56,2,14.0,RETIREES,Budget
25,8,74.0,OLDER FAMILIES,Budget
43,4,28.700000000000003,OLDER SINGLES/COUPLES,Mainstream
136,3,25.799999999999997,YOUNG FAMILIES,Budget
34,4,34.2,OLDER SINGLES/COUPLES,Mainstream
43,3,27.200000000000003,RETIREES,Mainstream
1,3,24.4,YOUNG SINGLES/COUPLES,Mainstream
111,1,7.6,MIDAGE SINGLES/COUPLES,Mainstream
9,2,16.6,OLDER SINGLES/COUPLES,Premium
32,2,18.8,RETIREES,Mainstream
13,4,31.599999999999998,RETIREES,Budget
106,1,7.4,YOUNG SINGLES/COUPLES,Budget
100,2,18.200000000000003,OLDER FAMILIES,Mainstream
2,6,57.800000000000004,YOUNG SINGLES/COUPLES,Premium
165,2,12.600000000000001,YOUNG FAMILIES,Premium
69,3,27.8,RETIREES,Premium
19,3,29.4,YOUNG SINGLES/COUPLES,Budget
172,3,22.7,OLDER SINGLES/COUPLES,Mainstream
133,3,25.2,YOUNG SINGLES/COUPLES,Budget
72,2,14.0,OLDER SINGLES/COUPLES,Premium
83,3,28.0,YOUNG SINGLES/COUPLES,Budget
21,1,11.4,YOUNG SINGLES/COUPLES,Budget
4,3,23.6,YOUNG SINGLES/COUPLES,Mainstream
33,1,10.8,RETIREES,Premium
80,2,17.6,YOUNG SINGLES/COUPLES,Mainstream
25,4,34.6,MIDAGE SINGLES/COUPLES,Mainstream
197,1,7.8,MIDAGE SINGLES/COUPLES,Mainstream
72,2,15.6,YOUNG SINGLES/COUPLES,Mainstream
39,3,20.65,MIDAGE SINGLES/COUPLES,Premium
94,1,7.4,YOUNG SINGLES/COUPLES,Mainstream
40,1,9.2,RETIREES,Premium
21,4,31.200000000000003,YOUNG SINGLES/COUPLES,Mainstream
54,2,18.6,OLDER FAMILIES,Budget
28,1,6.6,OLDER FAMILIES,Budget
44,7,60.199999999999996,OLDER SINGLES/COUPLES,Budget
40,1,11.4,RETIREES,Budget
99,4,36.6,OLDER SINGLES/COUPLES,Budget
66,3,26.8,RETIREES,Premium
110,6,50.6,OLDER FAMILIES,Mainstream
2,3,25.6,OLDER SINGLES/COUPLES,Premium
127,3,28.2,OLDER FAMILIES,Budget
22,2,18.8,YOUNG FAMILIES,Mainstream
12,2,20.6,YOUNG SINGLES/COUPLES,Mainstream
60,4,37.199999999999996,OLDER SINGLES/COUPLES,Premium
70,3,25.599999999999998,NEW FAMILIES,Premium
24,4,35.0,MIDAGE SINGLES/COUPLES,Mainstream
122,3,22.4,YOUNG FAMILIES,Premium
58,1,10.2,NEW FAMILIES,Premium
24,2,15.0,MIDAGE SINGLES/COUPLES,Mainstream
61,3,22.4,RETIREES,Premium
131,1,7.6,OLDER SINGLES/COUPLES,Premium
35,2,14.8,OLDER SINGLES/COUPLES,Mainstream
16,5,40.900000000000006,YOUNG FAMILIES,Budget
91,2,19.2,YOUNG SINGLES/COUPLES,Premium
166,3,29.8,OLDER SINGLES/COUPLES,Premium
4,6,50.2,RETIREES,Premium
194,1,7.4,YOUNG SINGLES/COUPLES,Budget
7,4,38.8,YOUNG SINGLES/COUPLES,Mainstream
43,4,38.7,OLDER FAMILIES,Budget
15,3,22.799999999999997,RETIREES,Mainstream
0,5,34.1,RETIREES,Mainstream
226,2,12.5,YOUNG FAMILIES,Mainstream
113,2,10.7,RETIREES,Mainstream
21,5,47.0,RETIREES,Mainstream
18,11,94.8,MIDAGE SINGLES/COUPLES,Premium
159,2,15.2,RETIREES,Mainstream
39,5,37.7,RETIREES,Mainstream
6,2,18.8,OLDER SINGLES/COUPLES,Mainstream
30,6,52.599999999999994,OLDER SINGLES/COUPLES,Mainstream
7,1,10.8,MIDAGE SINGLES/COUPLES,Mainstream
108,4,34.0,OLDER SINGLES/COUPLES,Premium
122,5,34.9,RETIREES,Premium
24,5,40.4,OLDER SINGLES/COUPLES,Budget
7,3,25.6,YOUNG FAMILIES,Mainstream
44,4,41.2,MIDAGE SINGLES/COUPLES,Budget
132,1,11.4,OLDER SINGLES/COUPLES,Premium
42,5,44.8,OLDER SINGLES/COUPLES,Premium
2,4,28.8,MIDAGE SINGLES/COUPLES,Budget
197,1,7.6,YOUNG SINGLES/COUPLES,Mainstream
9,3,25.4,NEW FAMILIES,Mainstream
4,4,37.6,YOUNG SINGLES/COUPLES,Mainstream
14,3,19.6,OLDER SINGLES/COUPLES,Budget
54,7,55.2,RETIREES,Budget
47,2,16.0,OLDER SINGLES/COUPLES,Mainstream
99,5,42.0,OLDER SINGLES/COUPLES,Mainstream
18,4,35.6,YOUNG FAMILIES,Budget
72,3,23.0,OLDER FAMILIES,Mainstream
184,1,6.6,NEW FAMILIES,Premium
153,1,8.4,OLDER SINGLES/COUPLES,Budget
29,4,38.0,YOUNG FAMILIES,Mainstream
56,4,31.2,RETIREES,Budget
9,4,43.0,OLDER SINGLES/COUPLES,Premium
42,4,38.6,YOUNG SINGLES/COUPLES,Mainstream
23,3,27.0,OLDER SINGLES/COUPLES,Mainstream
133,1,10.8,NEW FAMILIES,Budget
79,3,24.8,OLDER SINGLES/COUPLES,Premium
25,4,39.4,RETIREES,Budget
17,4,30.2,NEW FAMILIES,Budget
3,3,18.6,RETIREES,Budget
16,5,32.4,OLDER SINGLES/COUPLES,Mainstream
21,7,55.4,RETIREES,Budget
198,1,7.6,YOUNG FAMILIES,Mainstream
22,3,30.0,YOUNG FAMILIES,Premium
13,6,55.2,OLDER FAMILIES,Budget
141,1,8.8,RETIREES,Mainstream
111,3,23.6,MIDAGE SINGLES/COUPLES,Premium
64,5,39.0,RETIREES,Mainstream
42,5,42.2,OLDER SINGLES/COUPLES,Premium
170,2,18.0,OLDER SINGLES/COUPLES,Budget
2,6,49.0,OLDER SINGLES/COUPLES,Budget
13,6,48.4,OLDER SINGLES/COUPLES,Mainstream
12,2,19.4,YOUNG FAMILIES,Budget
22,1,7.8,RETIREES,Premium
7,5,40.800000000000004,OLDER FAMILIES,Budget
43,7,62.6,OLDER FAMILIES,Budget
27,2,21.6,YOUNG SINGLES/COUPLES,Mainstream
34,6,47.7,YOUNG FAMILIES,Premium
8,4,37.4,YOUNG FAMILIES,Mainstream
15,3,31.799999999999997,RETIREES,Premium
39,3,25.4,RETIREES,Budget
62,6,41.2,RETIREES,Mainstream
0,8,75.0,OLDER SINGLES/COUPLES,Premium
84,2,22.200000000000003,OLDER FAMILIES,Budget
50,6,49.0,RETIREES,Premium
6,4,31.3,OLDER SINGLES/COUPLES,Mainstream
43,6,61.400000000000006,RETIREES,Budget
2,5,48.2,YOUNG FAMILIES,Budget
12,3,25.0,RETIREES,Budget
100,2,13.8,OLDER SINGLES/COUPLES,Premium
18,2,18.0,YOUNG SINGLES/COUPLES,Budget
77,4,26.3,RETIREES,Budget
55,6,53.8,YOUNG FAMILIES,Premium
16,4,30.0,RETIREES,Mainstream
98,2,18.0,YOUNG FAMILIES,Premium
16,6,60.800000000000004,OLDER FAMILIES,Budget
46,6,50.2,YOUNG FAMILIES,Budget
8,6,56.2,OLDER FAMILIES,Mainstream
47,1,7.6,RETIREES,Mainstream
57,2,18.4,OLDER SINGLES/COUPLES,Mainstream
164,2,20.6,YOUNG SINGLES/COUPLES,Mainstream
86,4,35.800000000000004,RETIREES,Budget
0,5,46.400000000000006,OLDER SINGLES/COUPLES,Budget
86,4,27.8,RETIREES,Mainstream
161,5,38.7,OLDER SINGLES/COUPLES,Budget
46,5,44.400000000000006,YOUNG FAMILIES,Mainstream
99,2,18.6,YOUNG SINGLES/COUPLES,Budget
93,3,19.1,YOUNG SINGLES/COUPLES,Mainstream
13,8,62.3,OLDER FAMILIES,Mainstream
41,7,66.0,OLDER FAMILIES,Premium
19,3,25.8,YOUNG FAMILIES,Premium
15,2,18.8,YOUNG SINGLES/COUPLES,Premium
155,3,28.4,OLDER SINGLES/COUPLES,Mainstream
34,5,42.4,YOUNG FAMILIES,Premium
55,2,20.4,MIDAGE SINGLES/COUPLES,Premium
76,5,43.4,OLDER SINGLES/COUPLES,Budget
48,3,34.0,MIDAGE SINGLES/COUPLES,Mainstream
26,7,61.4,OLDER SINGLES/COUPLES,Premium
250,1,7.4,OLDER SINGLES/COUPLES,Premium
109,3,27.4,YOUNG SINGLES/COUPLES,Mainstream
237,1,10.8,YOUNG SINGLES/COUPLES,Mainstream
35,2,19.4,YOUNG SINGLES/COUPLES,Mainstream
168,1,8.4,YOUNG SINGLES/COUPLES,Premium
36,3,27.4,YOUNG FAMILIES,Budget
38,2,14.8,YOUNG SINGLES/COUPLES,Mainstream
20,2,16.6,OLDER SINGLES/COUPLES,Premium
40,4,38.4,RETIREES,Budget
41,5,47.6,NEW FAMILIES,Mainstream
82,3,24.2,RETIREES,Premium
43,2,15.8,RETIREES,Premium
49,4,26.8,OLDER SINGLES/COUPLES,Mainstream
6,4,38.2,OLDER FAMILIES,Budget
23,4,37.0,YOUNG FAMILIES,Budget
36,4,43.8,YOUNG FAMILIES,Mainstream
155,1,10.8,YOUNG SINGLES/COUPLES,Premium
98,5,55.6,YOUNG SINGLES/COUPLES,Mainstream
169,2,15.799999999999999,OLDER FAMILIES,Budget
46,4,34.6,OLDER SINGLES/COUPLES,Mainstream
96,4,38.599999999999994,YOUNG FAMILIES,Budget
206,2,11.600000000000001,RETIREES,Budget
226,1,4.4,YOUNG FAMILIES,Premium
71,3,26.6,MIDAGE SINGLES/COUPLES,Mainstream
172,1,7.6,YOUNG SINGLES/COUPLES,Budget
46,2,17.6,OLDER SINGLES/COUPLES,Budget
69,3,30.200000000000003,OLDER SINGLES/COUPLES,Budget
193,1,10.8,RETIREES,Budget
81,2,16.6,YOUNG SINGLES/COUPLES,Mainstream
139,2,18.6,MIDAGE SINGLES/COUPLES,Mainstream
49,4,29.0,OLDER SINGLES/COUPLES,Premium
3,3,25.0,NEW FAMILIES,Budget
146,4,32.8,OLDER SINGLES/COUPLES,Premium
242,1,8.8,YOUNG FAMILIES,Budget
210,1,9.2,OLDER SINGLES/COUPLES,Budget
0,3,28.0,RETIREES,Premium
38,5,43.6,MIDAGE SINGLES/COUPLES,Premium
25,1,7.6,MIDAGE SINGLES/COUPLES,Premium
80,8,68.2,OLDER FAMILIES,Mainstream
92,5,35.4,RETIREES,Premium
53,6,41.2,OLDER FAMILIES,Mainstream
41,1,8.8,MIDAGE SINGLES/COUPLES,Premium
1,4,34.2,OLDER SINGLES/COUPLES,Mainstream
33,3,22.200000000000003,RETIREES,Mainstream
44,6,44.2,OLDER SINGLES/COUPLES,Budget
20,2,16.0,OLDER SINGLES/COUPLES,Premium
31,1,8.4,OLDER FAMILIES,Budget
86,2,18.8,MIDAGE SINGLES/COUPLES,Mainstream
26,5,46.0,RETIREES,Mainstream
79,1,6.6,OLDER FAMILIES,Budget
34,1,7.6,OLDER FAMILIES,Mainstream
16,4,24.6,MIDAGE SINGLES/COUPLES,Premium
44,5,45.800000000000004,MIDAGE SINGLES/COUPLES,Mainstream
59,4,34.8,OLDER FAMILIES,Premium
11,3,23.900000000000002,OLDER FAMILIES,Mainstream
31,7,65.2,OLDER SINGLES/COUPLES,Mainstream
145,2,20.0,YOUNG FAMILIES,Premium
40,1,11.4,YOUNG SINGLES/COUPLES,Mainstream
159,1,7.6,YOUNG SINGLES/COUPLES,Budget
10,3,24.0,OLDER SINGLES/COUPLES,Mainstream
9,5,39.0,OLDER FAMILIES,Budget
58,3,28.2,OLDER FAMILIES,Premium
36,3,23.2,YOUNG SINGLES/COUPLES,Mainstream
106,3,25.4,OLDER SINGLES/COUPLES,Premium
67,1,8.4,RETIREES,Mainstream
66,2,19.6,RETIREES,Budget
93,2,17.6,MIDAGE SINGLES/COUPLES,Mainstream
132,2,19.200000000000003,RETIREES,Mainstream
2,4,30.4,RETIREES,Mainstream
24,4,36.4,YOUNG SINGLES/COUPLES,Budget
46,4,38.400000000000006,OLDER SINGLES/COUPLES,Mainstream
28,1,6.6,MIDAGE SINGLES/COUPLES,Budget
26,2,17.4,OLDER SINGLES/COUPLES,Premium
54,3,28.8,YOUNG FAMILIES,Premium
224,1,5.7,YOUNG SINGLES/COUPLES,Mainstream
48,1,7.4,YOUNG SINGLES/COUPLES,Premium
38,1,11.4,YOUNG SINGLES/COUPLES,Mainstream
20,3,22.8,RETIREES,Premium
194,3,26.6,OLDER FAMILIES,Mainstream
54,1,7.4,OLDER SINGLES/COUPLES,Mainstream
1,3,29.8,NEW FAMILIES,Budget
69,1,10.8,YOUNG SINGLES/COUPLES,Mainstream
31,2,20.6,YOUNG SINGLES/COUPLES,Mainstream
54,4,30.4,YOUNG SINGLES/COUPLES,Mainstream
39,7,57.199999999999996,YOUNG SINGLES/COUPLES,Mainstream
66,3,21.6,OLDER SINGLES/COUPLES,Budget
72,3,24.0,YOUNG SINGLES/COUPLES,Mainstream
37,7,62.0,OLDER FAMILIES,Budget
162,1,8.4,MIDAGE SINGLES/COUPLES,Mainstream
57,2,20.6,YOUNG FAMILIES,Mainstream
171,2,14.2,OLDER SINGLES/COUPLES,Budget
97,1,7.4,YOUNG FAMILIES,Mainstream
41,4,31.4,OLDER FAMILIES,Mainstream
3,7,60.2,OLDER FAMILIES,Budget
4,4,27.400000000000002,MIDAGE SINGLES/COUPLES,Budget
29,2,18.0,YOUNG FAMILIES,Budget
8,3,24.6,RETIREES,Mainstream
39,3,29.4,OLDER SINGLES/COUPLES,Budget
17,5,43.6,YOUNG FAMILIES,Budget
138,2,16.200000000000003,YOUNG SINGLES/COUPLES,Mainstream
83,4,31.6,OLDER FAMILIES,Budget
195,4,29.2,RETIREES,Budget
50,4,31.6,OLDER FAMILIES,Budget
88,1,8.8,OLDER SINGLES/COUPLES,Budget
69,1,8.4,YOUNG SINGLES/COUPLES,Mainstream
0,6,60.0,OLDER SINGLES/COUPLES,Budget
35,1,11.8,NEW FAMILIES,Budget
139,1,8.8,OLDER SINGLES/COUPLES,Mainstream
15,1,7.4,RETIREES,Mainstream
83,2,22.200000000000003,YOUNG FAMILIES,Mainstream
205,1,7.6,OLDER SINGLES/COUPLES,Budget
3,4,32.0,RETIREES,Premium
37,3,24.8,OLDER SINGLES/COUPLES,Budget
159,1,7.6,YOUNG SINGLES/COUPLES,Mainstream
132,5,40.6,YOUNG SINGLES/COUPLES,Mainstream
141,1,7.4,YOUNG SINGLES/COUPLES,Mainstream
63,3,25.799999999999997,OLDER FAMILIES,Mainstream
58,4,38.4,RETIREES,Budget
82,3,26.6,OLDER FAMILIES,Budget
8,3,21.799999999999997,RETIREES,Mainstream
36,8,73.2,YOUNG FAMILIES,Premium
202,5,41.4,YOUNG FAMILIES,Mainstream
254,1,10.8,YOUNG SINGLES/COUPLES,Mainstream
89,3,26.6,MIDAGE SINGLES/COUPLES,Mainstream
111,3,28.200000000000003,NEW FAMILIES,Mainstream
44,3,25.4,YOUNG SINGLES/COUPLES,Mainstream
146,4,37.0,RETIREES,Premium
58,2,14.8,OLDER SINGLES/COUPLES,Mainstream
8,3,23.8,OLDER FAMILIES,Mainstream
87,2,15.4,MIDAGE SINGLES/COUPLES,Budget
57,2,14.600000000000001,MIDAGE SINGLES/COUPLES,Premium
53,4,32.0,YOUNG FAMILIES,Budget
249,1,8.8,RETIREES,Budget
12,2,16.799999999999997,YOUNG SINGLES/COUPLES,Mainstream
69,5,36.400000000000006,OLDER SINGLES/COUPLES,Premium
70,7,61.599999999999994,OLDER SINGLES/COUPLES,Premium
6,3,25.200000000000003,YOUNG SINGLES/COUPLES,Mainstream
87,5,42.6,NEW FAMILIES,Budget
260,1,9.2,YOUNG FAMILIES,Budget
125,1,10.8,OLDER SINGLES/COUPLES,Mainstream
24,5,38.4,NEW FAMILIES,Mainstream
185,1,7.4,RETIREES,Mainstream
97,5,44.8,RETIREES,Mainstream
128,3,27.200000000000003,YOUNG SINGLES/COUPLES,Mainstream
81,3,27.799999999999997,YOUNG FAMILIES,Mainstream
66,4,31.9,RETIREES,Budget
46,3,30.0,MIDAGE SINGLES/COUPLES,Mainstream
58,3,25.6,RETIREES,Budget
151,2,13.1,RETIREES,Budget
63,5,46.6,RETIREES,Mainstream
20,4,30.2,OLDER SINGLES/COUPLES,Premium
27,5,39.2,RETIREES,Mainstream
157,2,20.6,YOUNG SINGLES/COUPLES,Mainstream
7,2,18.4,RETIREES,Budget
13,6,50.8,OLDER SINGLES/COUPLES,Mainstream
5,6,45.6,OLDER SINGLES/COUPLES,Premium
131,2,16.200000000000003,NEW FAMILIES,Mainstream
109,1,9.2,YOUNG SINGLES/COUPLES,Mainstream
55,9,69.4,OLDER FAMILIES,Mainstream
106,2,18.0,OLDER SINGLES/COUPLES,Premium
9,5,47.0,OLDER FAMILIES,Budget
107,3,28.0,MIDAGE SINGLES/COUPLES,Premium
256,1,7.6,OLDER SINGLES/COUPLES,Premium
147,2,21.6,RETIREES,Budget
65,3,33.0,RETIREES,Premium
135,3,26.0,OLDER FAMILIES,Premium
89,5,45.6,MIDAGE SINGLES/COUPLES,Mainstream
13,4,35.4,OLDER SINGLES/COUPLES,Premium
86,3,25.6,NEW FAMILIES,Premium
215,2,17.200000000000003,OLDER SINGLES/COUPLES,Mainstream
87,5,45.8,MIDAGE SINGLES/COUPLES,Premium
28,3,27.400000000000002,YOUNG FAMILIES,Budget
32,5,46.8,OLDER SINGLES/COUPLES,Mainstream
53,4,35.6,OLDER SINGLES/COUPLES,Budget
147,3,27.6,MIDAGE SINGLES/COUPLES,Mainstream
22,5,40.199999999999996,YOUNG FAMILIES,Budget
10,3,28.2,RETIREES,Premium
59,4,33.8,OLDER FAMILIES,Mainstream
80,5,40.0,RETIREES,Premium
16,3,28.8,MIDAGE SINGLES/COUPLES,Mainstream
73,3,26.6,RETIREES,Mainstream
8,6,55.2,YOUNG FAMILIES,Mainstream
34,5,45.4,MIDAGE SINGLES/COUPLES,Budget
35,6,49.6,RETIREES,Premium
25,4,39.4,MIDAGE SINGLES/COUPLES,Budget
16,8,77.6,YOUNG FAMILIES,Mainstream
47,5,45.6,RETIREES,Mainstream
123,4,34.2,RETIREES,Mainstream
26,4,36.800000000000004,RETIREES,Premium
78,3,23.6,OLDER SINGLES/COUPLES,Budget
8,3,24.4,RETIREES,Budget
6,5,41.8,YOUNG SINGLES/COUPLES,Mainstream
197,1,8.8,YOUNG SINGLES/COUPLES,Mainstream
11,2,15.2,YOUNG SINGLES/COUPLES,Mainstream
66,1,7.6,NEW FAMILIES,Mainstream
111,5,48.6,OLDER SINGLES/COUPLES,Budget
79,3,25.4,OLDER FAMILIES,Budget
82,7,59.0,OLDER FAMILIES,Mainstream
20,6,54.2,OLDER SINGLES/COUPLES,Premium
146,3,30.8,OLDER SINGLES/COUPLES,Premium
27,6,52.4,YOUNG FAMILIES,Budget
59,3,25.4,YOUNG FAMILIES,Budget
24,1,11.4,OLDER SINGLES/COUPLES,Premium
186,2,16.799999999999997,OLDER SINGLES/COUPLES,Budget
60,7,54.699999999999996,OLDER SINGLES/COUPLES,Budget
59,3,27.6,RETIREES,Budget
9,7,70.4,OLDER FAMILIES,Budget
35,3,26.6,YOUNG SINGLES/COUPLES,Mainstream
1,4,30.799999999999997,RETIREES,Budget
15,5,40.4,OLDER SINGLES/COUPLES,Premium
202,2,16.799999999999997,OLDER SINGLES/COUPLES,Premium
126,2,15.4,OLDER SINGLES/COUPLES,Budget
39,3,25.2,RETIREES,Mainstream
53,5,43.6,YOUNG FAMILIES,Budget
101,3,23.0,RETIREES,Premium
15,3,25.0,YOUNG SINGLES/COUPLES,Mainstream
172,1,6.6,MIDAGE SINGLES/COUPLES,Budget
18,1,10.8,RETIREES,Mainstream
24,1,7.6,NEW FAMILIES,Mainstream
23,6,51.0,YOUNG SINGLES/COUPLES,Mainstream
229,2,23.8,MIDAGE SINGLES/COUPLES,Mainstream
22,5,46.0,OLDER SINGLES/COUPLES,Premium
79,4,32.4,OLDER SINGLES/COUPLES,Premium
71,5,45.6,NEW FAMILIES,Premium
47,3,21.6,RETIREES,Mainstream
112,3,25.0,YOUNG SINGLES/COUPLES,Premium
18,4,36.8,RETIREES,Mainstream
70,5,45.6,YOUNG SINGLES/COUPLES,Mainstream
11,5,45.4,RETIREES,Mainstream
31,6,50.2,MIDAGE SINGLES/COUPLES,Mainstream
185,3,28.400000000000002,OLDER SINGLES/COUPLES,Budget
43,8,65.8,OLDER FAMILIES,Budget
51,4,35.0,MIDAGE SINGLES/COUPLES,Mainstream
9,3,33.0,OLDER FAMILIES,Mainstream
60,4,33.0,MIDAGE SINGLES/COUPLES,Mainstream
29,5,47.4,RETIREES,Premium
70,3,26.599999999999998,YOUNG FAMILIES,Mainstream
79,2,18.4,OLDER SINGLES/COUPLES,Mainstream
62,3,28.8,NEW FAMILIES,Mainstream
17,4,35.4,OLDER SINGLES/COUPLES,Premium
170,3,28.2,OLDER FAMILIES,Premium
36,6,60.0,OLDER SINGLES/COUPLES,Mainstream
107,2,16.799999999999997,RETIREES,Premium
88,3,21.1,YOUNG FAMILIES,Mainstream
83,4,29.2,OLDER SINGLES/COUPLES,Premium
125,2,21.8,RETIREES,Budget
174,2,16.4,MIDAGE SINGLES/COUPLES,Premium
70,6,56.8,YOUNG SINGLES/COUPLES,Mainstream
62,3,30.2,OLDER SINGLES/COUPLES,Mainstream
8,1,6.6,RETIREES,Premium
26,5,46.4,OLDER SINGLES/COUPLES,Mainstream
237,1,8.8,OLDER FAMILIES,Mainstream
37,4,36.8,RETIREES,Premium
3,4,41.8,OLDER SINGLES/COUPLES,Mainstream
250,2,20.0,OLDER FAMILIES,Budget
20,4,36.2,RETIREES,Budget
2,8,63.0,OLDER SINGLES/COUPLES,Budget
255,2,19.200000000000003,MIDAGE SINGLES/COUPLES,Budget
134,4,35.2,OLDER SINGLES/COUPLES,Premium
54,5,43.400000000000006,OLDER SINGLES/COUPLES,Budget
